city,county,state,ev_count,bev_count,phev_count,bev_ratio,phev_ratio,required_chargers,high_demand,centroid_lat,centroid_lon
Fredericksburg,Stafford,VA,1,1,0,1.0,0.0,1,0,38.33761,-77.44058
Freeland,Island,WA,261,191,70,0.7318007662835249,0.2681992337164751,14,1,48.00956,-122.52664
Fremont,Alameda,CA,1,1,0,1.0,0.0,1,0,37.55148,-121.9833
Fresno,Fresno,CA,2,1,1,0.5,0.5,1,0,36.799945,-119.89837499999999
Friday Harbor,San Juan,WA,550,437,113,0.7945454545454546,0.20545454545454545,28,1,48.53448,-123.01648
Gaithersburg,Montgomery,MD,1,1,0,1.0,0.0,1,0,39.12004,-77.23908
Gales Ferry,New London,CT,1,1,0,1.0,0.0,1,0,41.42621,-72.08157
Galvin,Lewis,WA,2,2,0,1.0,0.0,1,0,46.74162,-123.02628
Gambrills,Anne Arundel,MD,1,0,1,0.0,1.0,1,0,39.0606,-76.6969
Gardena,Los Angeles,CA,1,0,1,0.0,1.0,1,0,33.89748,-118.31964
Gardiner,Jefferson,WA,1,1,0,1.0,0.0,1,0,48.07965,-123.10367
Garfield,Whitman,WA,7,6,1,0.8571428571428571,0.14285714285714285,1,0,47.00706,-117.13359
Geneva,Kane,IL,1,1,0,1.0,0.0,1,0,41.88741,-88.30511
Germantown,Montgomery,MD,1,1,0,1.0,0.0,1,0,39.18272,-77.27048
Gifford,Stevens,WA,1,0,1,0.0,1.0,1,0,48.31085,-118.13633
Gig Harbor,Kitsap,WA,2,2,0,1.0,0.0,1,0,47.38336,-122.6658
Gig Harbor,Pierce,WA,2745,2157,588,0.7857923497267759,0.21420765027322405,138,1,47.340340819672136,-122.59435570127505
Glacier,Whatcom,WA,23,20,3,0.8695652173913043,0.13043478260869565,2,0,48.82651,-122.21723
Gladstone,Clackamas,OR,1,0,1,0.0,1.0,1,0,45.38059,-122.59479
Glenoma,Lewis,WA,8,4,4,0.5,0.5,1,0,46.53072,-122.13017
Gold Bar,King,WA,3,2,1,0.6666666666666666,0.3333333333333333,1,0,47.85565,-121.69743
Gold Bar,Snohomish,WA,101,78,23,0.7722772277227723,0.22772277227722773,6,1,47.85565,-121.69743000000001
Goldendale,Klickitat,WA,50,33,17,0.66,0.34,3,1,45.823,-120.82545
Goshen,Oldham,KY,1,0,1,0.0,1.0,1,0,38.40025,-85.57785
Graham,Pierce,WA,532,397,135,0.7462406015037594,0.25375939849624063,27,1,47.05703,-122.29477
Grand Coulee,Douglas,WA,2,0,2,0.0,1.0,1,0,47.94283,-119.00041
Grand Coulee,Grant,WA,7,5,2,0.7142857142857143,0.2857142857142857,1,0,47.94283,-119.00041
Grand Coulee,Lincoln,WA,6,2,4,0.3333333333333333,0.6666666666666666,1,0,47.942829999999994,-119.00041
Grandview,Benton,WA,5,3,2,0.6,0.4,1,0,46.25606,-119.90122999999998
Grandview,Yakima,WA,57,46,11,0.8070175438596491,0.19298245614035087,3,1,46.256060000000005,-119.90123
Granger,Yakima,WA,9,6,3,0.6666666666666666,0.3333333333333333,1,0,46.33949,-120.1871
Granite Falls,Snohomish,WA,206,164,42,0.7961165048543689,0.20388349514563106,11,1,48.08157,-121.96931
Grapeview,Mason,WA,98,73,25,0.7448979591836735,0.25510204081632654,5,1,47.32767,-122.82364
Grayland,Grays Harbor,WA,13,7,6,0.5384615384615384,0.46153846153846156,1,0,46.80933,-124.09366
Grays River,Wahkiakum,WA,5,4,1,0.8,0.2,1,0,46.35588,-123.61022
Great Lakes,Lake,IL,1,1,0,1.0,0.0,1,0,42.30849,-87.86222
Green Bay,Brown,WI,1,1,0,1.0,0.0,1,0,44.56969,-88.08615
Greenacres,Spokane,WA,227,177,50,0.7797356828193832,0.22026431718061673,12,1,47.65673127753304,-117.17401325991189
Greenbank,Island,WA,110,85,25,0.7727272727272727,0.22727272727272727,6,1,48.08827,-122.56817
Greene,Kent,RI,1,1,0,1.0,0.0,1,0,41.69661,-71.74609
Greenfield Center,Saratoga,NY,1,1,0,1.0,0.0,1,0,43.1284,-73.84643
Gresham,Multnomah,OR,1,1,0,1.0,0.0,1,0,45.48339,-122.38802
Grovetown,Columbia,GA,1,0,1,0.0,1.0,1,0,33.45236,-82.20362
Gunpowder,Harford,MD,1,1,0,1.0,0.0,1,0,39.40141,-76.29771
Hamilton,Skagit,WA,2,2,0,1.0,0.0,1,0,48.51786,-121.98741
Hanahan,Berkeley,SC,1,1,0,1.0,0.0,1,0,32.9035,-80.00804
Hanford,Kings,CA,3,3,0,1.0,0.0,1,0,36.3274,-119.64587999999999
Hanover,Anne Arundel,MD,1,1,0,1.0,0.0,1,0,39.15593,-76.72008
Hanscom Afb,Middlesex,MA,1,1,0,1.0,0.0,1,0,42.45982,-71.28309
Hansville,Kitsap,WA,101,81,20,0.801980198019802,0.19801980198019803,6,1,47.91795,-122.54758
Harrah,Yakima,WA,1,0,1,0.0,1.0,1,0,46.40365,-120.54352
Harrington,Lincoln,WA,3,2,1,0.6666666666666666,0.3333333333333333,1,0,47.4829,-118.25682
Harrison,Hudson,NJ,1,1,0,1.0,0.0,1,0,40.74623,-74.1584
Hartline,Grant,WA,2,1,1,0.5,0.5,1,0,47.69015,-119.10557
Hatton,Adams,WA,1,1,0,1.0,0.0,1,0,46.82616,-119.1742
Helendale,San Bernardino,CA,1,1,0,1.0,0.0,1,0,34.74494,-117.3221
Henderson,Clark,NV,1,1,0,1.0,0.0,1,0,35.95565,-115.14628
Henrico,Goochland,VA,1,1,0,1.0,0.0,1,0,37.61701,-77.63325
Henrico,Henrico,VA,1,0,1,0.0,1.0,1,0,37.51826,-77.37785
Herndon,Fairfax,VA,2,1,1,0.5,0.5,1,0,38.94847,-77.40753
Hialeah,Miami-Dade,FL,1,1,0,1.0,0.0,1,0,25.88976,-80.34792
Hidden Hills,Los Angeles,CA,1,0,1,0.0,1.0,1,0,34.15233,-118.69328
Highland Park,Lake,IL,1,1,0,1.0,0.0,1,0,42.18569,-87.7992
Holden Village,Chelan,WA,1,1,0,1.0,0.0,1,0,47.83985,-120.01454
Holloman Air Force Base,Otero,NM,1,0,1,0.0,1.0,1,0,32.83302,-106.06961
Holly Springs,Wake,NC,1,1,0,1.0,0.0,1,0,35.65242,-78.8336
Honolulu,Honolulu,HI,2,1,1,0.5,0.5,1,0,21.34183,-157.94001
Hoodsport,Mason,WA,70,52,18,0.7428571428571429,0.2571428571428571,4,1,47.40639,-123.14135
Hoquiam,Grays Harbor,WA,73,51,22,0.6986301369863014,0.3013698630136986,4,1,46.97982,-123.88689
Houston,Harris,TX,1,1,0,1.0,0.0,1,0,29.76078,-95.36952
Hunters,Stevens,WA,3,1,2,0.3333333333333333,0.6666666666666666,1,0,48.11777,-118.20299
